,Country,Company Name,Summary,Founded,Industry,Sector,Headquarters,Notes
5344,Argentina,Tren de la Costa,"Tren de la Costa (in English: ""Train of the Coast"") is a suburban 15.5 km (9.6 mi), 11-station light rail line in Greater Buenos Aires, between Maipú Avenue station in the northern suburb of Olivos and Delta station in Tigre, on the Río de la Plata. The line connects with the Mitre line at Maipú station, via a footbridge across Avenida Maipú, for direct access to Retiro terminus in central Buenos Aires.",1995,Consumer services,Travel & tourism,Buenos Aires,Tourism railway
5345,Argentina,Trenes de Buenos Aires,"Trenes de Buenos Aires (TBA) (In English: Trains of Buenos Aires) was a private company that operated commuter rail services over 5 ft 6 in (1,676 mm) broad gauge Sarmiento and Mitre lines of Buenos Aires. The company, owned by Claudio and Mario Cirigliano, also operated long-distance services on the General Mitre Railway to central-western Argentina and on the General Urquiza Railway to northern Argentina and Uruguay on the international Tren de los Pueblos Libres.",1995,Consumer services,Travel & tourism,Buenos Aires,"Passenger rail, defunct 2012"
5346,Argentina,Trenes Especiales Argentinos,"Trenes Especiales Argentinos (TEA) (English: Special Argentine Trains) was a private railway company in Argentina that operated trains from Buenos Aires to the city of Posadas in the Mesopotamia region.


== History ==
With the railway privatisation of the entire rail network carried out by Carlos Menem's administration in early 1990s, long-distance passenger services in Argentina had been closed by the National Government in 1993, leaving most of the Province without train services.",2003,Consumer services,Travel & toruism,Buenos Aires,"Passenger rail, defunct 2011"
5347,Argentina,Tucumán Ferrocarriles,"Tucumán  Ferrocarriles  S.A. (also known for its acronym TUFESA) was a company in Argentina which operated a 1,676 mm (5 ft 6 in) railway line between Buenos Aires and Tucumán in Argentina, currently part of Mitre Railway network after nationalisation of the entire railway network in 1948.


== History ==
As part of a national railway privatisation plan, carried out under the presidency of Carlos Menem, a concession to operate the line was granted to the government of Tucumán Province in 1992, that ran a service named El Tucumano, although it did not last so long.",1997,Consumer services,Travel & tourism,Buenos Aires,"Passenger rail, defunct 2000"
5348,Argentina,TV Pública Digital,"Televisión Pública (Argentine Public Television, abbreviated TPA) is a publicly owned Argentine television network, the national public broadcaster. It began broadcasting in 1951, when LR3 Radio Belgrano Television channel 7 in Buenos Aires, its key station and the first television station in the country, signed on the air.",1951,Consumer services,Broadcasting & entertainment,Buenos Aires,Television network
5349,Argentina,Unidad de Gestión Operativa Ferroviaria de Emergencia (UGOFE),"Unidad de Gestión Operativa Ferroviaria de Emergencia (UGOFE) was a temporary consortium of Argentine companies formed on 7 January 2005 by Ferrovías, Metrovías and Trenes de Buenos Aires to take over the running of commuter railway services in Buenos Aires after concessions granted to Metropolitano in 1994 for the operation of these services were revoked.
Metropolitano, a company formed in 1994 to take over rail concessions granted by the Argentine government, as part of railway privatisation during the presidency of Carlos Menem, operated commuter rail services over Línea San Martín, Línea Roca and Línea Belgrano Sur in Buenos Aires which had previously been run by state-owned companies since nationalisation of the railways in 1948.",2005,Consumer services,Travel & tourism,Buenos Aires,"Passenger rail, defunct 2014"
5350,Argentina,YPF,"YPF S.A. (Yacimientos Petrolíferos Fiscales; English: ""Fiscal Oilfields"") is a vertically integrated Argentine energy company, engaged in oil and gas exploration and production, and the transportation, refining, and marketing of gas and petroleum products.
Founded in 1922 under President Hipólito Yrigoyen's administration, YPF was the first oil company established as a state enterprise outside of the Soviet Union, and the first state oil company to become vertically integrated.YPF's first director was Enrique Mosconi, who took up his charge in 1922, remaining there until 1930.",1922,Oil & gas,Exploration & production,Buenos Aires,Oil and gas
5351,Argentina,Zanella,"Zanella is an Argentine motorcycle manufacturer founded in 1948, originally using 100 and 125 cc engines designed by Fabio Taglioni and licensed from Ceccato motorcycles of Italy. Zanella builds small motorcycles, mopeds and ATVs.",1948,Consumer goods,Automobiles,Buenos Aires,Motorcycles
5352,Mali,Africable,"Africable is a free-to-air, French-language, pan-african TV-channel headquartered in Bamako, Mali.
The channel launched on June 26, 2004, born from the desire of young cable operators in Francophone-Africa.",2004,Consumer services,Broadcasting & entertainment,Bamako,Television channel
5353,Mali,Banque de l'Habitat du Mali (BHM),Mali is a landlocked country in West Africa. The country's economy centers on agriculture and fishing.,1996,Financials,Banks,Bamako,Bank
5354,Mali,Compagnie malienne pour le développement du textile (CMDT),"The Compagnie malienne pour le développement du textile (CMDT), created in 1974, is a Malian cotton company. The company is owned by the Malian state and is charged with the production and marketing of Mali's cotton.",1974,Consumer goods,Farming & fishing,Bamako,Cotton company
5355,Mali,Ikatel,"Ikatel is a telecommunications company of Mali, affiliated with France Telecom.  Since 2003 it has been Mali's second mobile phone operator.",2003,Telecommunications,Mobile telecommunications,Bamako,"Mobile network, defunct 2006"
5356,Mali,Mali Air Express,"Mali Air Express is an airline based in Bamako, Mali. Its main base is Senou International Airport.",2005,Consumer services,Airlines,Bamako,Airline
5357,Mali,Mali Air Transport,"Mali Air Transport is a defunct charter airline based in Bamako, Mali. Its main base was Bamako–Sénou International Airport.",2008,Industrials,Delivery services,Bamako,"Charter airline, defunct 2009"
5358,Mali,Mali Airways,"Mali Airways is an airline based in Mali. Mali Airways should not be mistaken for Mali Air, an Austrian business aviation company.",?,Consumer services,Airlines,Bamako,Airline
5359,Mali,Malian Solidarity Bank,"The Malian Solidarity Bank (French: La Banque malienne de solidarité or BMS-SA) is a Malian company created in 2002 through an initiative of President Alpha Oumar Konaré. This socially activist bank, based on a Tunisian model, has the struggle against poverty and unemployment as its main objective.The housing bank, founded in 1996, has services which include financing, coordination, and support for small businesses or private individuals, particularly those from disadvantaged groups.",2002,Financials,Banks,Bamako,Bank
5360,Mali,Malitel,"Malitel is a mobile telephone service provider in Mali.  It is a subsidiary of Sotelma, the national telecommunications company.",1989,Telecommunications,Mobile telecommunications,Bamako,Subsidiary of Sotelma
5361,Mali,SAM Intercontinental,"SAM Intercontinental is a charter airline based in Bamako, Mali. Its main base is Senou International Airport.",2008,Consumer services,Airlines,Bamako,Charter airline
5362,Mali,Société Nationale Air Mali,"Société Nationale Air Mali, or Air Mali as it was most commonly known, was the former national airline of the Republic of Mali. It had its head office in Bamako.",1961,Consumer services,Airlines,Bamako,Defunct 1988
5363,Mali,Sotelma,Sotelma is a private telecommunications company in Mali.  The company is based in Bamako.,1989,Telecommunications,Mobile telecommunications,Bamako,Former state-owned firm
5364,Senegal,Air Sénégal International,"Air Sénégal International was an airline with its head office in Dakar, Senegal. It was a regional carrier operating a scheduled domestic network and regional flights to neighbouring countries.",1962,Consumer services,Airlines,Dakar,"Airline, defunct 2009"
5365,Senegal,Atlantis Airlines,"Atlantis Airlines is a defunct airline based in Dakar, Senegal in Africa.",2001,Consumer services,Airlines,Dakar,"Airline, defunct 2008"
5366,Senegal,Groupement Aérien Sénégalais,Groupement Aérien Sénégalais is the governmental airline of Senegal based in Dakar. Its main base is Dakar-Yoff-Léopold Sédar Senghor International Airport.,?,Consumer services,Airlines,Dakar,State-owned airline
5367,Senegal,Ikatel,"Ikatel is a telecommunications company of Mali, affiliated with France Telecom.  Since 2003 it has been Mali's second mobile phone operator.",2003,Telecommunications,Mobile telecommunications,Dakar,Now part of Orange S.A. (France)
5368,Senegal,Senegal Airlines,This is a list of airlines currently operating in Senegal.,2009,Consumer services,Airlines,Dakar,"Airline, defunct 2016"
5369,Senegal,Senelec,"Senelec (Société nationale d'électricité du Sénégal) is the national electricity company of Senegal.


== History ==
Senelec was established in 1983 after the nationalization and merging of Électricité du Sénégal and Société sénégalaise de distribution d'électricité.",1983,Utilities,Conventional electricity,Dakar,National electric company
5370,Senegal,Sonatel,"Sonatel (Société Nationale des Télécommunications du Senegal) is the principal telecommunications provider of Senegal.  The company is active in fixed line telephony, mobile telephony, internet service, television and corporate telecommunications.",1985,Telecommunications,Mobile telecommunications,Dakar,Mobile network
5371,Barbados,Bajan Helicopters,"Bajan Helicopters Limited was a Bridgetown-based, Barbadian aviation company which was founded in 1989 and ceased trading in April 2009.The company provided a number of helicopter supported services, such as Offshore/Maritime support, surveying, shipping services, aerial filming/photography, and aerial island tours, and managed the Bridgetown Heliport (ICAO): TBPO), situated in the Islands' capital. It transported such high-profile members as the British Royal Family around the Caribbean region and was affiliated with the Helicopter Association International.",1989,Industrials,Delivery services,Bridgetown,"Air transport services, defunct 2009"
